"variable","value","quarter0","quarter1","product"
"cewgmp_ln",0.125098790927813,2021-06-01,2021-09-01,"tv"
"GEKST_price_ln",-0.0129349496827921,2021-06-01,2021-09-01,"tv"
"GEKST_comp_ln",-0.000895038358092231,2021-06-01,2021-09-01,"tv"
"GEKST_entry_ln",0.263696016292141,2021-06-01,2021-09-01,"tv"
"GEKST_exit_ln",0.124767237323443,2021-06-01,2021-09-01,"tv"
"GEKST_quality_ln",0.138033740610606,2021-06-01,2021-09-01,"tv"
"expshare_matched0",0.990832302921325,2021-09-01,2021-12-01,"tv"
"expshare_matched1",0.95709778828134,2021-09-01,2021-12-01,"tv"
"expshare_disappearing0",0.00916769707867488,2021-09-01,2021-12-01,"tv"
"expshare_new1",0.0429022117186599,2021-09-01,2021-12-01,"tv"
"MMT_price_ln",-0.14192350731922,2021-09-01,2021-12-01,"tv"
"MMT_comp_ln",0.123032061290078,2021-09-01,2021-12-01,"tv"
"MMT_entry_ln",-0.0175922156570723,2021-09-01,2021-12-01,"tv"
"MMT_exit_ln",-0.00117441939113228,2021-09-01,2021-12-01,"tv"
"MMT_quality_ln",0.106614265024138,2021-09-01,2021-12-01,"tv"
"TPD_price_ln",-0.144906487284022,2021-09-01,2021-12-01,"tv"
"TPD_entry_ln",0.051947894811468,2021-09-01,2021-12-01,"tv"
"TPD_exit_ln",0.0129827142644656,2021-09-01,2021-12-01,"tv"
"TPD_comp_ln",0.0706320644419388,2021-09-01,2021-12-01,"tv"
"TPD_quality_ln",0.109597244988941,2021-09-01,2021-12-01,"tv"
"cewgmp_ln",-0.0353092422950804,2021-09-01,2021-12-01,"tv"
"GEKST_price_ln",-0.112463392248249,2021-09-01,2021-12-01,"tv"
"GEKST_comp_ln",-0.0570486000345858,2021-09-01,2021-12-01,"tv"
"GEKST_entry_ln",0.4393604375199,2021-09-01,2021-12-01,"tv"
"GEKST_exit_ln",0.305157687532146,2021-09-01,2021-12-01,"tv"
"GEKST_quality_ln",0.0771541499531679,2021-09-01,2021-12-01,"tv"
"expshare_matched0",0.995830300202797,2021-12-01,2022-03-01,"tv"
"expshare_matched1",0.953980666832464,2021-12-01,2022-03-01,"tv"
"expshare_disappearing0",0.00416969979720279,2021-12-01,2022-03-01,"tv"
"expshare_new1",0.046019333167536,2021-12-01,2022-03-01,"tv"
"MMT_price_ln",-0.00241538420411723,2021-12-01,2022-03-01,"tv"
"MMT_comp_ln",-0.0316750066366341,2021-12-01,2022-03-01,"tv"
"MMT_entry_ln",-0.0251184617493614,2021-12-01,2022-03-01,"tv"
"MMT_exit_ln",-5.16396121561513e-05,2021-12-01,2022-03-01,"tv"
"MMT_quality_ln",-0.0567418287738394,2021-12-01,2022-03-01,"tv"
"TPD_price_ln",-0.00185454988653061,2021-12-01,2022-03-01,"tv"
"TPD_entry_ln",0.0455311935500191,2021-12-01,2022-03-01,"tv"
"TPD_exit_ln",0.00698691976913257,2021-12-01,2022-03-01,"tv"
"TPD_comp_ln",-0.0958469368723127,2021-12-01,2022-03-01,"tv"
"TPD_quality_ln",-0.0573026630914261,2021-12-01,2022-03-01,"tv"
"cewgmp_ln",-0.0591572129779556,2021-12-01,2022-03-01,"tv"
"GEKST_price_ln",-0.000659337385570978,2021-12-01,2022-03-01,"tv"
"GEKST_comp_ln",0.0261931999716281,2021-12-01,2022-03-01,"tv"
"GEKST_entry_ln",0.43551267580494,2021-12-01,2022-03-01,"tv"
"GEKST_exit_ln",0.520203751368954,2021-12-01,2022-03-01,"tv"
"GEKST_quality_ln",-0.0584978755923863,2021-12-01,2022-03-01,"tv"
"expshare_matched0",0.994364171078032,2022-03-01,2022-06-01,"tv"
"expshare_matched1",0.940784950550292,2022-03-01,2022-06-01,"tv"
"expshare_disappearing0",0.00563582892196793,2022-03-01,2022-06-01,"tv"
"expshare_new1",0.0592150494497083,2022-03-01,2022-06-01,"tv"
"MMT_price_ln",-0.0627814088773836,2022-03-01,2022-06-01,"tv"
"MMT_comp_ln",0.0173663529952179,2022-03-01,2022-06-01,"tv"
"MMT_entry_ln",0.0355937842763092,2022-03-01,2022-06-01,"tv"
"MMT_exit_ln",-0.00113409108397899,2022-03-01,2022-06-01,"tv"
"MMT_quality_ln",0.0540942283555062,2022-03-01,2022-06-01,"tv"
"TPD_price_ln",-0.0674300795613431,2022-03-01,2022-06-01,"tv"
"TPD_entry_ln",0.125867206687878,2022-03-01,2022-06-01,"tv"
"TPD_exit_ln",0.00730656524848117,2022-03-01,2022-06-01,"tv"
"TPD_comp_ln",-0.0598177423999321,2022-03-01,2022-06-01,"tv"
"TPD_quality_ln",0.0587428990394649,2022-03-01,2022-06-01,"tv"
"cewgmp_ln",-0.00868718052187788,2022-03-01,2022-06-01,"tv"
"GEKST_price_ln",-0.0760520463098497,2022-03-01,2022-06-01,"tv"
"GEKST_comp_ln",0.117010605618586,2022-03-01,2022-06-01,"tv"
"GEKST_entry_ln",0.436043555696914,2022-03-01,2022-06-01,"tv"
"GEKST_exit_ln",0.485689295527528,2022-03-01,2022-06-01,"tv"
"GEKST_quality_ln",0.0673648657879728,2022-03-01,2022-06-01,"tv"
"expshare_matched0",0.992945452983437,2020-06-01,2020-09-01,"vacuum"
"expshare_matched1",0.981422658225712,2020-06-01,2020-09-01,"vacuum"
"expshare_disappearing0",0.00705454701656298,2020-06-01,2020-09-01,"vacuum"
"expshare_new1",0.0185773417742877,2020-06-01,2020-09-01,"vacuum"
"MMT_price_ln",0.0261558517176212,2020-06-01,2020-09-01,"vacuum"
"MMT_comp_ln",0.0139121024906713,2020-06-01,2020-09-01,"vacuum"
"MMT_entry_ln",0.00247502561599333,2020-06-01,2020-09-01,"vacuum"
"MMT_exit_ln",-0.00474580301479932,2020-06-01,2020-09-01,"vacuum"
"MMT_quality_ln",0.021132931121464,2020-06-01,2020-09-01,"vacuum"
"TPD_price_ln",0.0347610817982684,2020-06-01,2020-09-01,"vacuum"
"TPD_entry_ln",0.037292261779631,2020-06-01,2020-09-01,"vacuum"
"TPD_exit_ln",0.00870321151769371,2020-06-01,2020-09-01,"vacuum"
"TPD_comp_ln",-0.0160613492211196,2020-06-01,2020-09-01,"vacuum"
"TPD_quality_ln",0.0125277010408176,2020-06-01,2020-09-01,"vacuum"
"cewgmp_ln",0.0472887828390857,2020-06-01,2020-09-01,"vacuum"
"GEKST_price_ln",0.0327254010624299,2020-06-01,2020-09-01,"vacuum"
"GEKST_comp_ln",0.00110591338741552,2020-06-01,2020-09-01,"vacuum"
"GEKST_entry_ln",0.133054907956516,2020-06-01,2020-09-01,"vacuum"
"GEKST_exit_ln",0.119597439567275,2020-06-01,2020-09-01,"vacuum"
"GEKST_quality_ln",0.0145633817766557,2020-06-01,2020-09-01,"vacuum"
"expshare_matched0",0.987109109021613,2020-09-01,2020-12-01,"vacuum"
"expshare_matched1",0.969846266907308,2020-09-01,2020-12-01,"vacuum"
"expshare_disappearing0",0.0128908909783872,2020-09-01,2020-12-01,"vacuum"
"expshare_new1",0.0301537330926918,2020-09-01,2020-12-01,"vacuum"
"MMT_price_ln",-0.0611198981974538,2020-09-01,2020-12-01,"vacuum"
"MMT_comp_ln",0.0194810887391284,2020-09-01,2020-12-01,"vacuum"
"MMT_entry_ln",-0.00999176572590788,2020-09-01,2020-12-01,"vacuum"
"MMT_exit_ln",-0.0166676787404612,2020-09-01,2020-12-01,"vacuum"
"MMT_quality_ln",0.0261570017536817,2020-09-01,2020-12-01,"vacuum"
"TPD_price_ln",-0.0618384570158196,2020-09-01,2020-12-01,"vacuum"
"TPD_entry_ln",0.04805884422032,2020-09-01,2020-12-01,"vacuum"
"TPD_exit_ln",0.0084733047326162,2020-09-01,2020-12-01,"vacuum"
"TPD_comp_ln",-0.0127099789156561,2020-09-01,2020-12-01,"vacuum"
"TPD_quality_ln",0.0268755605720477,2020-09-01,2020-12-01,"vacuum"
"cewgmp_ln",-0.0349628964437718,2020-09-01,2020-12-01,"vacuum"
"GEKST_price_ln",-0.0658179436015451,2020-09-01,2020-12-01,"vacuum"
"GEKST_comp_ln",0.0189651316949637,2020-09-01,2020-12-01,"vacuum"
"GEKST_entry_ln",0.146821288790526,2020-09-01,2020-12-01,"vacuum"
"GEKST_exit_ln",0.134931373327716,2020-09-01,2020-12-01,"vacuum"
"GEKST_quality_ln",0.0308550471577731,2020-09-01,2020-12-01,"vacuum"
"expshare_matched0",0.998584565438437,2020-12-01,2021-03-01,"vacuum"
"expshare_matched1",0.982938746432652,2020-12-01,2021-03-01,"vacuum"
"expshare_disappearing0",0.00141543456156335,2020-12-01,2021-03-01,"vacuum"
"expshare_new1",0.0170612535673482,2020-12-01,2021-03-01,"vacuum"
"MMT_price_ln",0.0297301465224425,2020-12-01,2021-03-01,"vacuum"
"MMT_comp_ln",-0.0129489764769584,2020-12-01,2021-03-01,"vacuum"
"MMT_entry_ln",-0.00378771048654247,2020-12-01,2021-03-01,"vacuum"
"MMT_exit_ln",2.95341911362712e-05,2020-12-01,2021-03-01,"vacuum"
"MMT_quality_ln",-0.0167662211546371,2020-12-01,2021-03-01,"vacuum"
"TPD_price_ln",0.03606134441859,2020-12-01,2021-03-01,"vacuum"
"TPD_entry_ln",0.0284620827025417,2020-12-01,2021-03-01,"vacuum"
"TPD_exit_ln",0.00279897681467278,2020-12-01,2021-03-01,"vacuum"
"TPD_comp_ln",-0.0487605249386532,2020-12-01,2021-03-01,"vacuum"
"TPD_quality_ln",-0.0230974190507843,2020-12-01,2021-03-01,"vacuum"
"cewgmp_ln",0.0129639253678038,2020-12-01,2021-03-01,"vacuum"
"GEKST_price_ln",0.0244878212693491,2020-12-01,2021-03-01,"vacuum"
"GEKST_comp_ln",-0.0269540416715266,2020-12-01,2021-03-01,"vacuum"
"GEKST_entry_ln",0.165938247736539,2020-12-01,2021-03-01,"vacuum"
"GEKST_exit_ln",0.150508101966556,2020-12-01,2021-03-01,"vacuum"
"GEKST_quality_ln",-0.0115238959015436,2020-12-01,2021-03-01,"vacuum"
"expshare_matched0",0.977160961294161,2021-03-01,2021-06-01,"vacuum"
"expshare_matched1",0.777552319814952,2021-03-01,2021-06-01,"vacuum"
"expshare_disappearing0",0.0228390387058388,2021-03-01,2021-06-01,"vacuum"
"expshare_new1",0.222447680185048,2021-03-01,2021-06-01,"vacuum"
"MMT_price_ln",0.0188656965995131,2021-03-01,2021-06-01,"vacuum"
"MMT_comp_ln",-0.11361113471577,2021-03-01,2021-06-01,"vacuum"
"MMT_entry_ln",0.177800987619341,2021-03-01,2021-06-01,"vacuum"
"MMT_exit_ln",0.00447011131120956,2021-03-01,2021-06-01,"vacuum"
"MMT_quality_ln",0.0597197415923619,2021-03-01,2021-06-01,"vacuum"
"TPD_price_ln",0.000506569636156534,2021-03-01,2021-06-01,"vacuum"
"TPD_entry_ln",0.583527865423913,2021-03-01,2021-06-01,"vacuum"
"TPD_exit_ln",0.0479900574821535,2021-03-01,2021-06-01,"vacuum"
"TPD_comp_ln",-0.457458939386042,2021-03-01,2021-06-01,"vacuum"
"TPD_quality_ln",0.0780788685557174,2021-03-01,2021-06-01,"vacuum"
"cewgmp_ln",0.0785854381918735,2021-03-01,2021-06-01,"vacuum"
"GEKST_price_ln",0.00592364394982464,2021-03-01,2021-06-01,"vacuum"
"GEKST_comp_ln",-0.15345099763446,2021-03-01,2021-06-01,"vacuum"
"GEKST_entry_ln",0.232889569432527,2021-03-01,2021-06-01,"vacuum"
"GEKST_exit_ln",0.00677677755601665,2021-03-01,2021-06-01,"vacuum"
"GEKST_quality_ln",0.0726617942420497,2021-03-01,2021-06-01,"vacuum"
"expshare_matched0",0.982361053196255,2021-06-01,2021-09-01,"vacuum"
"expshare_matched1",0.99676499627096,2021-06-01,2021-09-01,"vacuum"
"expshare_disappearing0",0.0176389468037452,2021-06-01,2021-09-01,"vacuum"
"expshare_new1",0.00323500372904034,2021-06-01,2021-09-01,"vacuum"
"MMT_price_ln",0.0080636413344271,2021-06-01,2021-09-01,"vacuum"
"MMT_comp_ln",0.0879740183130179,2021-06-01,2021-09-01,"vacuum"
"MMT_entry_ln",-0.00115956306733178,2021-06-01,2021-09-01,"vacuum"
"MMT_exit_ln",0.00895023027321074,2021-06-01,2021-09-01,"vacuum"
"MMT_quality_ln",0.0778642249724754,2021-06-01,2021-09-01,"vacuum"
"TPD_price_ln",0.00393799076791026,2021-06-01,2021-09-01,"vacuum"
"TPD_entry_ln",0.00542975471526574,2021-06-01,2021-09-01,"vacuum"
"TPD_exit_ln",0.0441314332921945,2021-06-01,2021-09-01,"vacuum"
"TPD_comp_ln",0.120691554115921,2021-06-01,2021-09-01,"vacuum"
"TPD_quality_ln",0.0819898755389926,2021-06-01,2021-09-01,"vacuum"
"cewgmp_ln",0.0859278663069035,2021-06-01,2021-09-01,"vacuum"
"GEKST_price_ln",0.00455089951772313,2021-06-01,2021-09-01,"vacuum"
"GEKST_comp_ln",0.000523908684189883,2021-06-01,2021-09-01,"vacuum"
"GEKST_entry_ln",0.156515949982875,2021-06-01,2021-09-01,"vacuum"
"GEKST_exit_ln",0.0756628918778843,2021-06-01,2021-09-01,"vacuum"
"GEKST_quality_ln",0.0813769667891801,2021-06-01,2021-09-01,"vacuum"
"expshare_matched0",0.998835631557484,2021-09-01,2021-12-01,"vacuum"
"expshare_matched1",0.981230794499518,2021-09-01,2021-12-01,"vacuum"
"expshare_disappearing0",0.0011643684425164,2021-09-01,2021-12-01,"vacuum"
"expshare_new1",0.0187692055004821,2021-09-01,2021-12-01,"vacuum"
"MMT_price_ln",-0.014919765527452,2021-09-01,2021-12-01,"vacuum"
"MMT_comp_ln",-0.0398301719398279,2021-09-01,2021-12-01,"vacuum"
"MMT_entry_ln",0.00796799307354856,2021-09-01,2021-12-01,"vacuum"
"MMT_exit_ln",-0.00102353433076185,2021-09-01,2021-12-01,"vacuum"
"MMT_quality_ln",-0.0308386445355175,2021-09-01,2021-12-01,"vacuum"
"TPD_price_ln",-0.0178664130178315,2021-09-01,2021-12-01,"vacuum"
"TPD_entry_ln",0.0459846011356593,2021-09-01,2021-12-01,"vacuum"
"TPD_exit_ln",0.00139505111645155,2021-09-01,2021-12-01,"vacuum"
"TPD_comp_ln",-0.0724815470643456,2021-09-01,2021-12-01,"vacuum"
"TPD_quality_ln",-0.0278919970451379,2021-09-01,2021-12-01,"vacuum"
"cewgmp_ln",-0.0457584100629687,2021-09-01,2021-12-01,"vacuum"
"GEKST_price_ln",-0.00935245418731804,2021-09-01,2021-12-01,"vacuum"
"GEKST_comp_ln",-0.033298694275347,2021-09-01,2021-12-01,"vacuum"
"GEKST_entry_ln",0.13797106259803,2021-09-01,2021-12-01,"vacuum"
"GEKST_exit_ln",0.141078324198335,2021-09-01,2021-12-01,"vacuum"
"GEKST_quality_ln",-0.036405955875652,2021-09-01,2021-12-01,"vacuum"
"expshare_matched0",0.999125669038827,2021-12-01,2022-03-01,"vacuum"
"expshare_matched1",0.985541302060377,2021-12-01,2022-03-01,"vacuum"
"expshare_disappearing0",0.000874330961172774,2021-12-01,2022-03-01,"vacuum"
"expshare_new1",0.0144586979396234,2021-12-01,2022-03-01,"vacuum"
"MMT_price_ln",0.0533835829761426,2021-12-01,2022-03-01,"vacuum"
"MMT_comp_ln",-0.0974954533591073,2021-12-01,2022-03-01,"vacuum"
"MMT_entry_ln",0.000471743020017179,2021-12-01,2022-03-01,"vacuum"
"MMT_exit_ln",-0.00093073415030176,2021-12-01,2022-03-01,"vacuum"
"MMT_quality_ln",-0.0960929761887883,2021-12-01,2022-03-01,"vacuum"
"TPD_price_ln",0.0533788688560428,2021-12-01,2022-03-01,"vacuum"
"TPD_entry_ln",0.0283208466761877,2021-12-01,2022-03-01,"vacuum"
"TPD_exit_ln",0.000948850425031456,2021-12-01,2022-03-01,"vacuum"
"TPD_comp_ln",-0.123460258319845,2021-12-01,2022-03-01,"vacuum"
"TPD_quality_ln",-0.0960882620686886,2021-12-01,2022-03-01,"vacuum"
"cewgmp_ln",-0.042709393212646,2021-12-01,2022-03-01,"vacuum"
"GEKST_price_ln",0.027779359157307,2021-12-01,2022-03-01,"vacuum"
"GEKST_comp_ln",-0.0718302809910128,2021-12-01,2022-03-01,"vacuum"
"GEKST_entry_ln",0.115183866928201,2021-12-01,2022-03-01,"vacuum"
"GEKST_exit_ln",0.11384233830714,2021-12-01,2022-03-01,"vacuum"
"GEKST_quality_ln",-0.0704887523699524,2021-12-01,2022-03-01,"vacuum"
"expshare_matched0",0.998773975338736,2022-03-01,2022-06-01,"vacuum"
"expshare_matched1",0.997701283717798,2022-03-01,2022-06-01,"vacuum"
"expshare_disappearing0",0.00122602466126358,2022-03-01,2022-06-01,"vacuum"
"expshare_new1",0.00229871628220232,2022-03-01,2022-06-01,"vacuum"
"MMT_price_ln",-0.0209151488882263,2022-03-01,2022-06-01,"vacuum"
"MMT_comp_ln",-0.00134110395382698,2022-03-01,2022-06-01,"vacuum"
"MMT_entry_ln",0.000561134462794932,2022-03-01,2022-06-01,"vacuum"
"MMT_exit_ln",-0.00127210149309942,2022-03-01,2022-06-01,"vacuum"
"MMT_quality_ln",0.000492132002067374,2022-03-01,2022-06-01,"vacuum"
"TPD_price_ln",-0.0188501649820438,2022-03-01,2022-06-01,"vacuum"
"TPD_entry_ln",0.0050436272320018,2022-03-01,2022-06-01,"vacuum"
"TPD_exit_ln",0.0011561257678161,2022-03-01,2022-06-01,"vacuum"
"TPD_comp_ln",-0.00546035336830078,2022-03-01,2022-06-01,"vacuum"
"TPD_quality_ln",-0.00157285190411508,2022-03-01,2022-06-01,"vacuum"
"cewgmp_ln",-0.0204230168861591,2022-03-01,2022-06-01,"vacuum"
"GEKST_price_ln",-0.031284097701387,2022-03-01,2022-06-01,"vacuum"
"GEKST_comp_ln",-0.00429015488514571,2022-03-01,2022-06-01,"vacuum"
"GEKST_entry_ln",0.128557131051955,2022-03-01,2022-06-01,"vacuum"
"GEKST_exit_ln",0.113405895351581,2022-03-01,2022-06-01,"vacuum"
"GEKST_quality_ln",0.0108610808152283,2022-03-01,2022-06-01,"vacuum"
